word;total;ge_std;co_std;male;female;unknown;ar;cl;co;es;mx;pe;ve
gracia;1305;177.113;121.093;592;243;470;129;127;172;439;56;184;198
#moda;1496;79.827;260.538;415;507;574;31;202;76;743;11;346;87
analisis;832;158.134;28.222;443;128;261;97;108;102;130;99;119;177
corrupcion;1935;318.746;216.234;1003;392;540;163;110;310;220;168;218;746
#toyota;552;308.363;197.663;12;0;540;4;0;8;1;0;12;527
stop;820;88.551;46.492;344;174;302;52;118;104;172;181;114;79
perrito;648;54.672;47.770;181;188;279;70;176;89;25;106;118;64
22;2130;339.734;67.250;828;327;975;333;255;323;372;221;236;390
inspiracion;672;65.383;34.823;254;149;269;33;87;120;113;119;130;70
sede;1230;206.371;94.977;550;173;507;86;151;273;113;98;172;337
manhattan;524;251.520;163.688;465;23;36;11;18;446;16;13;9;11
help;1033;324.039;149.170;717;129;187;46;89;482;90;104;115;107
sonando;665;158.652;71.178;258;48;359;43;77;230;118;31;37;129
hice;2829;317.126;176.429;966;615;1248;742;443;293;209;454;418;270
temuco;627;87.401;225.649;227;114;286;5;601;0;0;0;21;0
voluntad;1092;97.872;119.262;419;251;422;120;73;270;61;73;122;373
salta;550;118.154;136.059;247;47;256;386;34;14;46;15;34;21
andrea;582;72.547;29.751;253;113;216;43;80;109;92;43;99;116
sueldo;889;157.963;59.346;438;126;325;129;176;95;90;52;117;230
bb;1244;314.486;141.324;292;180;772;116;92;197;53;181;127;478
salgan;513;47.466;29.330;182;119;212;65;54;53;51;103;61;126
independencia;1571;311.657;131.211;654;168;749;76;435;112;222;150;361;215
novia;2492;394.211;194.894;1077;376;1039;482;92;433;248;684;229;324
mismas;701;84.996;19.642;308;141;252;104;105;139;86;81;86;100
estreno;1660;311.540;88.177;818;210;632;65;266;233;300;270;193;333
incluso;905;137.351;54.646;433;159;313;61;161;97;230;120;137;99
equipos;1287;262.549;68.967;655;141;491;157;140;176;192;125;165;332
puesto;2286;343.117;177.448;1029;375;882;251;192;233;710;233;318;349
normal;2806;356.666;104.169;1110;525;1171;306;367;431;609;306;365;422
casualidad;775;72.418;38.318;294;175;306;119;43;108;133;95;108;169
trabajadores;1299;160.558;231.179;515;248;536;99;140;99;125;63;67;706
cocina;2044;219.138;130.141;724;444;876;223;244;252;561;209;196;359
ocho;585;61.262;36.473;243;126;216;122;34;91;139;68;62;69
they;717;86.070;64.075;235;155;327;42;59;76;212;137;146;45
recuerdos;2729;216.973;124.021;963;671;1095;244;372;624;401;370;441;277
habitacion;606;31.048;64.997;204;170;232;66;39;72;230;48;84;67
#chile2015;693;105.513;114.707;330;120;243;43;328;169;19;11;89;34
semestre;919;123.144;118.245;438;194;287;20;246;237;12;277;28;99
jack;621;98.138;39.237;302;106;213;57;109;150;84;115;73;33
trailer;1241;177.790;54.070;563;217;461;70;215;173;184;199;239;161
recordar;1992;212.605;85.994;800;419;773;157;196;343;281;271;398;346
proximamente;539;97.685;40.866;193;76;270;48;43;61;156;103;48;80
consejo;1206;176.128;58.795;547;206;453;88;196;187;156;170;132;277
profesor;1033;122.659;36.733;459;215;359;126;129;143;177;92;163;203
buenisima;534;42.036;33.125;176;137;221;65;132;45;109;80;57;46
queremos;3708;375.324;182.311;1254;852;1602;475;418;590;517;463;341;904
dani;591;49.487;45.599;205;144;242;109;120;80;155;41;31;55
haz;1370;166.830;70.540;492;275;603;57;144;233;232;219;230;255
liga;1088;276.518;85.802;641;88;359;94;56;194;303;174;79;188
estabas;761;83.393;31.972;263;166;332;152;94;74;97;116;150;78
despierta;1156;135.146;46.384;298;317;541;207;126;139;114;146;184;240
urgente;1215;113.583;80.608;465;274;476;205;182;174;78;90;165;321
mejores;8686;1040.562;330.261;3558;1696;3432;769;1039;1793;1434;1255;1048;1348
anterior;857;143.431;28.307;416;132;309;120;148;96;144;82;110;157
bicicleta;913;262.712;107.774;603;109;201;48;331;116;47;221;99;51
vacaciones;4963;435.973;171.323;1898;1151;1914;845;880;719;792;775;541;411
fiel;930;84.077;42.279;355;213;362;164;119;170;79;104;102;192
torres;1028;220.917;69.581;571;130;327;39;158;249;166;174;74;168
ayer;10046;1215.849;341.351;3966;1948;4132;1502;1498;1037;2122;1260;1322;1305
rie;541;44.004;25.204;188;133;220;120;55;94;62;47;85;78
nuestra;11570;1762.308;1042.351;4183;1954;5433;611;1243;2359;1795;975;977;3610
listos;1856;300.302;136.149;836;276;744;43;401;410;173;351;188;290
ventana;1005;109.982;25.494;359;215;431;187;158;133;151;115;146;115
high;515;82.081;32.608;223;77;215;34;109;55;107;90;87;33
piernas;1153;208.164;43.976;346;198;609;241;122;130;207;167;140;146
cambiado;737;79.601;61.106;308;156;273;51;75;102;233;94;120;62
know;2398;300.826;124.829;977;452;969;215;302;248;421;386;569;257
#girl;614;186.551;82.522;102;92;420;60;60;18;54;104;52;266
personalidad;657;105.929;39.134;230;108;319;85;47;98;117;74;69;167
manera;4545;547.406;129.634;1919;892;1734;686;491;669;659;556;587;897
alimentos;923;117.373;170.060;350;175;398;34;71;74;92;84;53;515
paciente;610;90.467;35.835;225;104;281;52;78;94;58;93;75;160
era;14639;1758.578;366.680;6064;2859;5716;2680;2393;1848;2110;1843;2166;1599
herrera;541;105.671;42.594;258;60;223;14;130;84;45;130;62;76
miss;2473;347.103;137.833;1124;444;905;165;218;415;268;448;415;544
participa;1124;228.354;102.904;360;154;610;67;222;110;202;66;109;348
hazme;837;136.825;108.385;330;124;383;18;72;70;211;324;88;54
participacion;777;115.659;45.096;378;147;252;58;90;120;116;160;60;173
ahh;544;65.033;27.915;204;108;232;113;69;98;28;67;96;73
james;1214;178.209;142.987;573;218;423;76;103;493;140;144;120;138
hd;1367;243.824;80.663;673;192;502;170;295;163;82;152;308;197
altura;1016;175.027;42.018;521;172;323;202;175;94;181;98;128;138
fines;624;63.459;19.178;250;135;239;77;90;80;57;108;109;103
suerte;5252;546.383;442.825;2245;1164;1843;1220;580;396;1526;589;563;378
sirve;2109;271.684;62.641;941;407;761;297;264;389;220;342;243;354
comunidad;1479;161.614;100.296;651;328;500;152;231;201;364;100;114;317
compartiendo;1432;355.860;248.406;858;153;421;27;145;715;82;74;49;340
prod;583;178.018;88.919;210;9;364;8;141;215;39;8;4;168
cancer;1159;145.029;69.048;533;243;383;106;143;147;184;147;120;312
noches;9199;1100.229;752.158;3184;1912;4103;726;1556;903;2881;1167;733;1233
@youtube;25354;4827.286;1006.289;11897;2934;10523;1789;4088;3578;2837;4525;4607;3930
dificil;4300;429.852;70.216;1678;937;1685;614;517;754;603;608;594;610
risas;812;56.190;98.934;276;212;324;102;65;102;337;58;75;73
inteligente;1134;147.285;40.513;499;214;421;141;126;187;154;157;128;241
estan;16704;2131.673;635.793;6725;3108;6871;2466;2234;2282;1896;2054;2010;3762
->;1065;256.747;80.980;585;78;402;86;85;53;260;232;146;203
malditos;741;94.175;63.567;312;139;290;37;113;67;57;108;131;228
#style;1042;252.066;154.471;354;92;596;47;43;161;472;22;127;170
dialogo;670;126.623;98.758;360;110;200;70;53;96;31;49;56;315
propia;1498;173.615;74.252;593;299;606;174;185;240;207;138;187;367
manyanas;865;79.027;32.119;303;203;359;95;92;112;184;129;143;110
piensas;932;158.105;52.311;304;156;472;46;73;181;173;162;145;152
dejame;998;154.523;66.204;318;186;494;269;93;107;78;139;188;124
consigue;675;110.177;80.655;295;98;282;31;82;75;164;35;41;247
manyana;29934;3556.719;1117.022;10848;6067;13019;5931;3994;3800;5830;3415;3372;3592
princesas;526;74.413;66.140;192;94;240;25;32;48;191;47;35;148
urbano;1547;625.949;369.586;207;104;1236;23;241;87;1042;56;21;77
evitar;1238;156.372;21.443;551;243;444;145;184;160;211;168;189;181
csm;1734;278.216;383.968;608;286;840;15;675;2;4;2;919;117
atras;2737;292.387;108.959;1106;576;1055;616;354;380;423;332;275;357
hicieron;2108;229.531;100.567;870;441;797;457;272;331;131;266;285;366
militar;1007;178.023;91.625;512;156;339;70;197;118;71;119;104;328
vecina;500;66.033;24.006;223;94;183;92;68;115;56;55;67;47
quedan;2938;339.154;179.670;1162;588;1188;441;561;370;745;254;269;298
espejo;742;81.095;22.723;280;155;307;88;140;77;116;99;94;128
alianza;1083;177.076;247.961;535;181;367;75;54;110;32;39;714;59
depresion;550;27.502;36.560;183;156;211;78;82;54;64;155;75;42
?;257659;33573.208;3908.497;104060;47144;106455;39720;38777;29884;40591;35575;39331;33781
juarez;2229;392.493;801.522;1082;313;834;34;12;13;8;2136;17;9
metropolitana;10607;1434.664;3902.903;5166;2466;2975;73;10366;17;3;76;53;19
jajajajajaj;932;105.102;71.189;316;203;413;278;167;127;109;98;75;78
horrible;1867;142.131;107.625;571;513;783;404;297;169;106;291;376;224
perfect;714;91.000;49.957;219;158;337;47;122;57;187;109;129;63
delicioso;989;100.927;110.143;307;242;440;18;97;328;95;261;93;97
hashtag;503;88.670;32.769;174;76;253;41;79;44;63;50;94;132
exito;4179;696.991;233.250;1976;621;1582;165;762;671;510;684;502;885
@wradiocolombia;795;235.196;292.581;518;53;224;13;0;777;2;0;0;3
-->;1162;317.643;147.681;364;82;716;56;149;60;114;99;204;480
puta;6421;980.058;670.959;2298;1091;3032;2171;1068;356;1371;485;597;373
#lima;1386;130.931;491.824;601;341;444;2;35;9;3;2;1313;22
podia;1421;136.045;51.488;562;317;542;217;194;166;310;202;160;172
empresa;1922;336.773;71.983;861;253;808;234;321;259;354;158;243;353
#picoftheday;620;168.102;64.130;125;95;400;21;39;13;140;95;147;165
entrenar;1378;202.152;82.558;548;228;602;355;208;153;242;175;111;134
septiembre;1936;293.180;164.893;691;332;913;119;320;318;595;238;101;245
day;4970;768.792;205.555;2234;784;1952;603;620;455;739;698;1119;736
diego;1764;264.445;44.538;783;287;694;297;276;253;168;224;290;256
cordoba;1447;264.474;271.607;705;190;552;782;18;237;221;156;17;16
gana;4703;817.295;163.868;2289;680;1734;675;511;748;687;476;635;971
sra;818;129.276;60.601;393;136;289;79;143;89;82;49;148;228
long;535;71.283;24.255;237;99;199;50;69;86;81;117;86;46
fucking;637;82.549;33.521;279;120;238;66;87;78;66;122;152;66
@la_iguanatv;896;144.946;337.335;326;142;428;0;3;0;0;0;0;893
exitos;2199;325.692;224.162;1018;378;803;241;82;539;82;215;373;667
disfrutar;3708;422.820;252.624;1353;767;1588;322;445;793;966;394;300;488
dulces;970;113.165;41.472;257;259;454;79;165;147;83;145;184;167
nombres;635;94.363;12.829;280;104;251;112;71;82;96;96;91;87
roma;945;149.523;144.986;318;164;463;47;66;114;149;453;57;59
visitar;1181;136.793;30.674;404;252;525;190;154;170;222;160;124;161
economico;730;150.018;78.044;392;92;246;70;76;107;71;68;60;278
reportaje;503;42.665;41.683;214;130;159;17;141;77;91;35;92;50
#argentinadebate;561;43.715;188.123;228;141;192;506;6;0;14;0;3;32
historico;1283;225.427;138.621;623;181;479;99;110;190;159;489;108;128
camion;529;70.359;54.738;227;96;206;44;77;28;39;189;60;92
sacan;780;72.808;21.204;299;176;305;138;99;143;95;88;107;110
hablo;2213;240.169;200.756;765;485;963;766;187;261;241;217;277;264
union;1374;264.280;100.897;706;180;488;153;266;142;120;68;280;345
lucas;980;157.176;94.559;379;150;451;226;315;101;79;56;115;88
quedando;507;57.297;16.461;206;103;198;72;95;61;86;51;84;58
investigacion;905;131.424;54.762;373;150;382;52;106;112;110;230;147;148
seu;2170;272.904;193.307;1036;601;533;573;76;422;337;34;314;414
recuperar;726;84.327;22.522;308;147;271;86;111;101;106;76;99;147
joven;1951;264.519;72.472;894;369;688;143;366;285;251;257;323;326
miro;875;91.150;69.236;275;210;390;263;107;125;154;60;103;63
tomar;4209;428.710;157.144;1575;915;1719;871;653;514;383;639;660;489
back;1565;166.572;89.327;658;336;571;134;195;150;207;355;343;181
jo;794;24.583;144.529;267;239;288;36;136;50;430;61;65;16
descuento;673;123.087;32.406;275;84;314;43;123;121;124;99;60;103
bronca;1071;138.568;321.892;381;208;482;881;21;7;38;38;77;9
3;27159;3602.362;1014.060;10681;4924;11554;2923;3945;3004;3301;5062;5480;3444
bandas;581;87.323;25.949;261;95;225;48;87;80;61;123;74;108
charla;881;101.392;56.696;384;184;313;213;165;114;164;73;96;56
vale;6529;765.992;292.421;2604;1292;2633;762;573;893;1184;1065;669;1383
lanza;657;99.965;34.469;310;112;235;37;95;85;129;73;140;98
silencio;2011;181.907;62.005;790;461;760;272;182;353;259;281;368;296
enemigo;521;96.241;43.977;254;67;200;70;27;83;53;50;73;165
descargar;509;96.857;28.535;211;59;239;69;61;101;47;45;64;122
espiritu;1112;121.858;85.968;410;234;468;78;105;199;114;113;174;329
%;9625;1721.864;387.740;4737;1343;3545;1317;1296;1616;1738;743;1077;1838
circuito;594;88.843;84.852;291;114;189;22;39;29;46;89;105;264
94;886;427.928;284.274;67;30;789;12;16;29;771;8;22;28
gusto;11711;2256.320;894.784;4884;1323;5504;834;1795;1673;735;2999;2672;1003
programa;5689;894.707;254.678;2681;922;2086;611;871;740;967;474;767;1259
colectivo;692;111.541;108.509;218;126;348;333;68;45;35;53;29;129
firma;918;116.413;46.845;394;174;350;110;87;111;205;154;79;172
crea;849;138.177;43.836;374;124;351;60;105;121;145;120;97;201
abogado;617;140.272;62.328;357;80;180;86;70;59;27;55;101;219
desde;24702;3384.718;803.680;10808;4400;9494;2773;3121;4146;3644;2738;3312;4968
luchando;558;69.635;55.680;258;119;181;31;42;110;106;36;51;182
cinepolis;1215;237.228;435.182;624;153;438;0;0;17;2;1160;36;0
unas;5557;651.357;119.324;2131;1108;2318;862;639;759;986;875;701;735
vs;4522;1020.169;159.474;2420;406;1696;633;520;784;399;883;663;640
tienda;1339;152.978;81.234;478;280;581;37;217;149;300;224;209;203
coleccion;1551;220.583;110.920;680;266;605;74;223;167;313;199;162;413
venido;555;44.710;71.257;190;138;227;37;32;71;228;31;109;47
sofia;647;83.799;48.435;292;126;229;79;67;84;195;56;59;107
cambio;7079;945.537;505.990;3211;1342;2526;1210;759;895;897;628;625;2065
messi;1671;381.098;147.648;933;171;567;523;126;191;340;109;150;232
podes;1289;143.584;448.921;450;277;562;1202;26;16;9;5;26;5
enviar;699;92.715;37.168;307;129;263;45;144;113;133;73;70;121
conocido;835;83.291;27.998;315;183;337;73;102;143;156;132;123;106
sonora;511;48.542;103.574;168;123;220;11;47;61;49;304;15;24
1;24521;4320.851;1295.871;9903;3256;11362;2559;5514;2612;3732;2075;3084;4945
vecino;759;75.604;32.036;283;167;309;180;103;90;100;99;99;88
devuelvo;1698;235.459;193.791;817;531;350;136;113;127;378;387;12;545
practicas;517;42.218;38.299;202;124;191;29;111;48;139;62;73;55
ninguno;1027;134.229;32.206;447;191;389;188;123;158;178;100;123;157
lamentable;859;140.969;53.172;440;163;256;65;136;92;139;106;93;228
aire;3585;486.831;185.306;1487;633;1465;700;451;768;373;312;347;634
mismo;13802;1653.045;267.116;5694;2699;5409;2162;1849;1924;2236;1561;1782;2288
guitarra;628;107.053;22.073;245;89;294;127;89;106;89;82;78;57
.;781326;103508.373;14771.099;333218;141946;306162;105798;82110;116316;129237;113035;116232;118598
besos;4232;268.757;203.649;1255;1256;1721;864;460;620;448;908;414;518
pinto;589;105.159;71.024;203;88;298;236;98;43;37;38;53;84
mentira;2298;270.845;141.206;873;458;967;464;255;272;265;172;291;579
wow;1183;194.207;98.416;572;187;424;69;155;179;94;373;168;145
prado;615;96.379;117.570;293;102;220;6;62;58;83;24;348;34
after;811;99.430;43.549;361;164;286;130;138;85;131;170;122;35
felices;3178;230.131;66.300;1079;820;1279;468;427;578;492;400;431;382
sobrino;775;94.786;53.134;326;150;299;69;152;136;40;94;89;195
sano;711;91.428;30.740;280;132;299;66;161;80;106;87;97;114
salario;508;92.722;85.683;268;84;156;32;7;118;34;49;19;249
publicos;743;161.203;60.051;425;110;208;65;85;131;113;77;46;226
se;217362;25843.995;3465.941;87317;42612;87433;36312;27537;32582;28701;28032;29562;34636
bueno;23427;2809.593;428.042;9304;4568;9555;4131;2733;3500;3217;3093;3400;3353
colon;667;115.336;64.590;324;97;246;225;134;79;39;72;52;66
empresas;1475;235.360;92.426;634;220;621;91;230;207;340;93;228;286
acuerdo;4729;548.541;96.099;2065;983;1681;833;628;746;679;553;588;702
liked;807;182.738;60.876;373;58;376;193;151;60;41;184;100;78
colombianos;1196;222.532;288.123;619;174;403;29;31;782;7;17;34;296
arma;598;95.757;28.136;276;92;230;85;51;105;78;76;66;137
verdad;13770;1492.796;320.880;5495;2867;5408;1805;1674;1806;2363;1896;1742;2484
sub;764;245.327;76.795;532;66;166;50;118;50;273;87;108;78
pendejos;635;98.561;78.809;244;101;290;66;43;51;3;218;71;183
fea;1251;164.426;30.831;357;291;603;241;186;165;148;168;186;157
sin;39477;4629.962;959.723;15790;7813;15874;5279;4311;5862;6561;5187;5131;7146
d:;2035;253.311;244.602;816;386;833;120;392;37;84;510;687;205
conciencia;1275;184.600;171.353;594;228;453;98;119;191;77;100;128;562
perdio;1276;218.012;53.742;642;206;428;200;163;248;88;168;171;238
siii;1480;130.508;87.105;362;495;623;291;366;158;179;186;190;110
aprender;2514;255.836;73.468;960;544;1010;261;278;464;391;362;338;420
tecnologia;1057;151.342;30.254;450;178;429;121;117;168;180;172;180;119
info;1842;432.647;136.519;545;220;1077;143;338;410;400;96;125;330
llegando;2079;327.556;135.404;964;329;786;167;496;227;161;465;255;308
cruel;630;72.333;32.187;202;142;286;88;58;75;69;151;114;75
#goodnight;520;19.757;65.923;152;177;191;33;48;35;220;45;69;70
concierto;4253;698.892;346.575;1491;685;2077;67;562;1203;837;536;516;532
estes;1748;197.536;57.514;587;383;778;273;143;255;222;324;289;242
dulce;2123;146.889;87.909;759;542;822;398;284;301;204;203;434;299
militares;676;133.545;126.321;336;77;263;33;52;97;31;29;56;378
buenos;26011;3691.380;1227.059;10601;4414;10996;5331;3892;3030;5059;3042;1806;3851
putos;775;110.006;82.105;257;149;369;225;36;78;180;179;59;18
peli;1386;164.521;136.655;459;299;628;393;135;80;382;158;183;55
personas;12716;1282.803;426.513;4682;2793;5241;1447;1340;2487;1682;1887;1600;2273
tuyo;2137;314.793;92.887;728;390;1019;459;192;385;330;236;249;286
como;110473;12964.622;1320.631;43381;21891;45201;16709;13724;17133;16165;15041;14659;17042
ahorita;1231;208.039;193.611;415;200;616;4;13;82;20;488;337;287
capitulos;556;59.181;35.322;220;117;219;64;141;51;97;69;98;36
vueltas;874;95.553;41.847;319;185;370;203;83;111;147;104;138;88
dura;1773;191.290;88.652;659;375;739;238;231;214;327;146;204;413
estaran;761;133.163;44.943;294;105;362;43;76;137;101;120;100;184
productos;1342;203.299;142.377;503;222;617;47;137;149;204;212;105;488
sal;1014;84.876;31.678;386;240;388;122;96;152;159;128;166;191
futuro;4049;572.963;160.807;1804;706;1539;506;411;775;652;440;470;795
academia;621;128.312;31.941;275;59;287;56;111;103;61;108;51;131
le;57279;7117.956;1714.611;23166;10874;23239;10568;6827;9725;6334;6813;7450;9562
esperan;720;90.155;25.777;296;136;288;76;73;125;118;90;97;141
libros;1971;178.799;75.914;690;464;817;160;255;233;320;396;328;279
izquierda;1200;272.391;64.260;689;148;363;143;143;178;245;99;121;271
fernandez;867;73.505;62.454;362;215;290;191;218;70;149;95;60;84
again;1114;78.806;72.772;407;281;426;109;148;127;144;260;257;69
alrededor;579;81.627;21.274;234;99;246;72;49;114;75;76;96;97
rara;606;87.069;12.218;198;117;291;99;93;68;98;86;90;72
puebla;3391;585.390;1259.653;1443;455;1493;4;2;6;25;3341;7;6
nunca;22597;2269.042;608.962;8271;4986;9340;4359;2401;3290;2760;3138;3246;3403
hablemos;529;73.446;64.979;167;108;254;222;48;63;56;47;40;53
#venezuela;6339;1437.335;1919.454;2984;454;2901;157;102;409;255;47;119;5250
asesinos;521;77.835;106.147;247;92;182;21;31;83;30;19;27;310
plato;869;76.814;71.758;332;201;336;79;131;121;278;62;98;100
dama;609;110.639;44.317;178;107;324;59;54;150;41;59;138;108
muchisimo;1258;159.004;102.653;418;261;579;228;36;161;353;236;126;118
gatos;813;66.023;26.111;273;204;336;107;136;118;87;120;159;86
completo;1630;247.397;57.932;674;258;698;133;282;291;224;246;182;272
hrs;1475;338.946;330.721;436;184;855;15;897;19;82;390;51;21
_;3265;300.966;117.345;1252;741;1272;360;560;599;364;382;612;388
@la_patilla;2710;420.945;986.374;1181;419;1110;7;19;20;18;9;13;2624
pones;916;140.870;54.410;338;151;427;207;55;91;163;178;128;94
viajes;734;76.166;28.352;312;162;260;85;142;66;137;92;119;93
chamba;734;116.384;208.147;370;140;224;0;4;5;3;156;559;7
peter;635;146.998;44.241;170;90;375;63;69;72;154;66;55;156
humanos;1353;125.108;115.431;573;323;457;129;136;209;105;161;169;444
cierra;733;104.213;25.908;334;130;269;99;82;104;159;101;82;106
com;930;130.656;140.976;399;160;371;81;93;57;441;43;58;157
hi;641;102.929;63.140;287;96;258;16;70;94;221;96;82;62
abuela;2277;568.949;388.912;510;357;1410;1203;201;159;216;103;194;201
invita;1120;212.653;103.775;412;144;564;79;148;214;97;109;101;372
